Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
revor-light-dental-product-blue,Revor Light | Dental Product - Blue,,,,,,TRUE,Color,Blue,,,,,RES000505-Blue,0,shopify,,deny,manual,110,,TRUE,TRUE,,,,,FALSE,Revor Light | Dental Product - Blue,,,g,,,active
soldering-alloys-magnum-soldering-b-dental-product,Soldering | Alloys |Magnum Soldering B | Dental Product,"<p>The soldering sticks are well- polished,</p>
<p>totally free of impurities and</p>
<p>perfectly circular, allowing a</p>
<p>more accurate welding. Excellent</p>
<p>ﬂuidity, very low melting point,</p>
<p>compatible with both Chrome-</p>
<p>Cobalt and Chrome-Nickel based</p>
<p>alloys</p>
<p><strong>Composition in %</p>
<p></strong>Cobalt (Co) 31 % Chrome (Cr) 21 % Nickel (Ni) 39 % Molybdenum (Mo) 4 % Others C, Mn</p>
<p><strong>Physical and mechanical features</strong></p>
<p><table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0""></p>
<p><tbody></p>
<p><tr></p>
<p><td>Solidus-liquidus temperature</td></p>
<p><td>1033 ÷ 1210 °C</td></p>
<p></tr></p>
<p><tr></p>
<p><td>Melting point</td></p>
<p><td>1260 °C</td></p>
<p></tr></p>
<p><tr class=""nitro-offscreen nitro-lazy-render""></p>
<p><td>Density</td></p>
<p><td>8,2 g/cmc</td></p>
<p></tr></p>
<p><tr class=""nitro-offscreen nitro-lazy-render""></p>
<p><td>Colour</td></p>
<p><td>White</td></p>
<p></tr></p>
<p></tbody></p>
<p></table></p>
<p><p class=""nitro-offscreen nitro-lazy-render"">CE 0123 ACCORDING TO: ISO 9333</p></p>
<p><p class=""nitro-offscreen nitro-lazy-render""><strong>Dimensioni</strong></p>
<p>Ø1.7x75mm RGH</p></p>",Mesa,,"CAD CAM Products, Investment & Alloy Material",Investment & Alloy Material,TRUE,Title,Default Title,,,,,40190032A,250,shopify,,deny,manual,110,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/02/MAGNUM-SOLDERING-B-1.png,1,Soldering | Alloys |Magnum Soldering B | Dental Product,FALSE,Soldering | Alloys |Magnum Soldering B | Dental Product,"<p>The soldering sticks are well- polished,</p>
<p>totally free of impurities and</p>
<p>perfectly circular, allowing a</p>
<p>more accurate welding. Excellent</p>
<p>ﬂuidity, very low melting point,</p>
<p>compatible with both Chrome-</p>
<p>Cobalt and Chrome-Nickel based</p>
<p>alloys</p>",,g,,,active
soldering-alloys-magnum-soldering-b-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/03/GNUM-LUCENS_2-1.jpg,2,Soldering | Alloys |Magnum Soldering B | Dental Product,,,,,,,,
acrylic-cold-micro-ortho-plus-dental-product-liquid-500ml,Acrylic cold | Micro Ortho Plus | Dental Product - Liquid 500ml,,,,,,TRUE,Type,Liquid 500ml,,,,,10-600-Liquid 500ml,1000,shopify,,deny,manual,70,,TRUE,TRUE,,,,,FALSE,Acrylic cold | Micro Ortho Plus | Dental Product - Liquid 500ml,,,g,,,active
acrylic-cold-micro-ortho-plus-dental-product-liquid-500ml,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/Micro-Ortho-Plus_liquid.png,1,Acrylic cold | Micro Ortho Plus | Dental Product - Liquid 500ml,,,,,,,,
acrylic-cold-micro-ortho-plus-dental-product-powder-1000g,Acrylic cold | Micro Ortho Plus | Dental Product - Powder 1000g,,,,,,TRUE,Type,Powder 1000g,,,,,10-500-Powder 1000g,1000,shopify,,deny,manual,145,,TRUE,TRUE,,,,,FALSE,Acrylic cold | Micro Ortho Plus | Dental Product - Powder 1000g,,,g,,,active
acrylic-cold-micro-ortho-plus-dental-product-powder-1000g,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/04/Micro-Ortho-Plus_powder.png,1,Acrylic cold | Micro Ortho Plus | Dental Product - Powder 1000g,,,,,,,,
wax-disc-for-cad-cam-milling-system-98-10-12-14-16-18-20mm-dental-product-ø9810x18mm,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x18mm,<p>WAX DISC 98*10*18mm</p>,,,,,TRUE,Size,Ø98/10x18mm,,,,,DepraDisc18-Ø98/10x18mm,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x18mm,,,g,,,active
wax-disc-for-cad-cam-milling-system-98-10-12-14-16-18-20mm-dental-product-ø9810x20mm,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x20mm,<p>WAX DISC 98*10*20mm</p>,,,,,TRUE,Size,Ø98/10x20mm,,,,,DepraDisc20-Ø98/10x20mm,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x20mm,,,g,,,active
wax-disc-for-cad-cam-milling-system-98-10-12-14-16-18-20mm-dental-product-ø9810x-14mm,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x 14mm,<p>WAX DISC 98*10*14mm</p>,,,,,TRUE,Size,Ø98/10x 14mm,,,,,DepraDisc14-Ø98/10x 14mm,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x 14mm,,,g,,,active
wax-disc-for-cad-cam-milling-system-98-10-12-14-16-18-20mm-dental-product-ø9810x16mm,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x16mm,<p>WAX DISC 98*10*16mm</p>,,,,,TRUE,Size,Ø98/10x16mm,,,,,DepraDisc16-Ø98/10x16mm,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x16mm,,,g,,,active
wax-disc-for-cad-cam-milling-system-98-10-12-14-16-18-20mm-dental-product-ø9810x-12mm,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x 12mm,<p>WAX DISC 98*10*12mm</p>,,,,,TRUE,Size,Ø98/10x 12mm,,,,,DepraDisc12-Ø98/10x 12mm,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Wax Disc For Cad Cam Milling System 98 *10/ 12-14-16-18-20Mm | Dental Product - Ø98/10x 12mm,,,g,,,active
firing-trays-round-with-15-zirconia-pins-dental-product-8010mm,Firing Trays (Round ) With 15 Zirconia Pins | Dental Product - 80*10mm,,,,,,TRUE,Size,80*10mm,,,,,,0,shopify,,deny,manual,25,,TRUE,TRUE,,,,,FALSE,Firing Trays (Round ) With 15 Zirconia Pins | Dental Product - 80*10mm,,,g,,,active
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four-a1,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four - A1,,,,,,TRUE,color,A1,,,,,Daicom01-A1,0,shopify,,deny,manual,250,,TRUE,TRUE,,,,,FALSE,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four - A1,,,g,,,active
composite-sintered-quartz-fiber-dental-product-daicom-fast-daicom-all-on-four-pink,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four - Pink,,,,,,TRUE,color,Pink,,,,,Daicom02-Pink,0,shopify,,deny,manual,250,,TRUE,TRUE,,,,,FALSE,Composite Sintered Quartz Fiber | Dental Product |Daicom | Fast Daicom | All on four - Pink,,,g,,,active
milling-burscad-cadyena-dental-product-burs-r10rc16d4tl45,Milling burs|Cad Cad|Yena | Dental Product - Burs R1.0*RC16*D4*TL45,,,,,,TRUE,size,Burs R1.0*RC16*D4*TL45,,,,,CMYND4T1DC-Burs R1.0*RC16*D4*TL45,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Yena | Dental Product - Burs R1.0*RC16*D4*TL45,,,g,,,active
milling-burscad-cadyena-dental-product-burs-r125rc16d4tl45,Milling burs|Cad Cad|Yena | Dental Product - Burs R1.25*RC16*D4*TL45,,,,,,TRUE,size,Burs R1.25*RC16*D4*TL45,,,,,CMYND4T4DC-Burs R1.25*RC16*D4*TL45,0,shopify,,deny,manual,89,,TRUE,TRUE,,,,,FALSE,Milling burs|Cad Cad|Yena | Dental Product - Burs R1.25*RC16*D4*TL45,,,g,,,active
acrylicmicro-press-h-tech-powder-cold-combo-packs-1kg-3kg-5kg-or-8kg-dental-product,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,,,,TRUE,Colour,Pink-M34,Multi Buy Options (Discount Applied If Applicable),1KG,,,30-100-04 P.L.-Pink-M34,1000,shopify,,deny,manual,200,,TRUE,TRUE,,,,,FALSE,"Acrylic|Micro Press H-Tech| Powder |Cold  | Combo Packs - 1Kg, 3Kg, 5Kg Or 8Kg | Dental Product",,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-gray,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Gray,,,,,,TRUE,Color Liquid,Gray,,,,,Gray-Gray,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Gray,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dark-gray,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dark Gray,,,,,,TRUE,Color Liquid,Dark Gray,,,,,Dark Gray-Dark Gray,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dark Gray,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-brown,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Brown,,,,,,TRUE,Color Liquid,Brown,,,,,Brown-Brown,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Brown,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-blue,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Blue,,,,,,TRUE,Color Liquid,Blue,,,,,Blue-Blue,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Blue,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-orange,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Orange,,,,,,TRUE,Color Liquid,Orange,,,,,Orange-Orange,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Orange,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-pink,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Pink+,,,,,,TRUE,Color Liquid,Pink+,,,,,Pink+-Pink+,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Pink+,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-violet,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Violet,,,,,,TRUE,Color Liquid,Violet,,,,,Violet-Violet,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Violet,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-a1,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A1,,,,,,TRUE,Color Liquid,Dentine A1,,,,,Dentine A1-Dentine A1,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A1,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-a2,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A2,,,,,,TRUE,Color Liquid,Dentine A2,,,,,Dentine A2-Dentine A2,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A2,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-a35,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A3.5,,,,,,TRUE,Color Liquid,Dentine A3.5,,,,,Dentine A3.5-Dentine A3.5,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine A3.5,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-b2,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine B2,,,,,,TRUE,Color Liquid,Dentine B2,,,,,Dentine B2-Dentine B2,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine B2,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-c2,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine C2,,,,,,TRUE,Color Liquid,Dentine C2,,,,,Dentine C2-Dentine C2,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine C2,,,g,,,active
pre-infiltrations-liquid-for-zirconia-zircos-e-coloring-liquid-dental-product-dentine-d3,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine D3,,,,,,TRUE,Color Liquid,Dentine D3,,,,,Dentine D3-Dentine D3,0,shopify,,deny,manual,60,,TRUE,TRUE,,,,,FALSE,Pre Infiltrations | Liquid | For Zirconia |Zircos-E Coloring Liquid | Dental Product - Dentine D3,,,g,,,active
pink-firing-pegs-for-crowns-and-bridges-in-porcelain-furnace-12-pieces-dental-product,Pink Firing Pegs For Crowns And Bridges In Porcelain Furnace 12 Pieces | Dental Product,"<p>Pink Ceramic Firing Pegs</p>
<p>Ceramic firing pegs are used for holding crowns and bridges in a porcelain furnace.</p>
<p>3pcs anterior, 3pcs pre-molar, 3pcs bicuspids and 3pcs posteriors.</p>
<p>12 PIECES</p>",,,Crown and Bridges,CERAMICS,TRUE,Title,Default Title,,,,,CH1368,0,shopify,,deny,manual,20,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/05/PHOTO-2024-05-05-17-03-59.jpg,1,Pink Firing Pegs For Crowns And Bridges In Porcelain Furnace 12 Pieces | Dental Product,FALSE,Pink Firing Pegs For Crowns And Bridges In Porcelain Furnace 12 Pieces | Dental Product,<p>Pink Ceramic Firing Pegs</p>,,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product","<p>Glass Ceramic Milling Burs DC ""Diamond Coating""</p>
<p><div dir=""ltr""></p>
<p>R1.25*RC15*D6*TL40 – 2.5</p>
<p></div></p>
<p>R0.5*RC10*D6*TL40 – 1.0</p>
<p>R0.3*RC10*D6*TL40 – 0.6</p>",,,Burs CAD CAM,CAD CAM Products,TRUE,Size,R1.25*RC15*D6*TL40 - 2.5,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product","<p>Glass Ceramic Milling Burs DC ""Diamond Coating""</p>",,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product,,,,,,,TRUE,Size,R0.5*RC10*D6*TL40 - 1.0,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product,,,,,,,TRUE,Size,RO.3*RC10*D6*TL40 - 0.6,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/imes-icore-for-glass.jpg,1,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product",,,,,,,,
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product-r125rc15d6tl40-25,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - R1.25*RC15*D6*TL40 - 2.5",,,,,,TRUE,Size,R1.25*RC15*D6*TL40 - 2.5,,,,,RC15*D6*TL40 - 2.5-R1.25*RC15*D6*TL40 - 2.5,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - R1.25*RC15*D6*TL40 - 2.5",,,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product-r05rc10d6tl40-10,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - R0.5*RC10*D6*TL40 - 1.0",,,,,,TRUE,Size,R0.5*RC10*D6*TL40 - 1.0,,,,,RC10*D6*TL40 - 1.0-R0.5*RC10*D6*TL40 - 1.0,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - R0.5*RC10*D6*TL40 - 1.0",,,g,,,active
milling-burs-imes-icore-350i-emax-glass-ceramic-dc-diamond-coating-dental-product-ro3rc10d6tl40-06,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - RO.3*RC10*D6*TL40 - 0.6",,,,,,TRUE,Size,RO.3*RC10*D6*TL40 - 0.6,,,,,RC10*D6*TL40 - 0.6-RO.3*RC10*D6*TL40 - 0.6,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore-350I - Emax - Glass Ceramic | Dc ""Diamond Coating"" | Dental Product - RO.3*RC10*D6*TL40 - 0.6",,,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product","<p>Zirconia Milling Burs DC ""Diamond Coating""</p>
<p>R1.25* RC20*D6*TL50*2.5</p>
<p>R0.5* RC16*D6*TL50*1.0</p>
<p>R0.3* RC10*D6*TL50*0.6</p>",,,Burs CAD CAM,CAD CAM Products,TRUE,Size,R1.25* RC20*D6*TL50*2.5,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product","<p>Zirconia Milling Burs DC ""Diamond Coating""</p>",,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product,,,,,,,TRUE,Size,R0.5* RC16*D6*TL50*1.0,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product,,,,,,,TRUE,Size,R0.3* RC10*D6*TL50*0.6,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,,,,FALSE,,,,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/PHOTO-2024-05-07-16-36-29.jpg,1,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product",,,,,,,,
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product-r125-rc20d6tl5025,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R1.25* RC20*D6*TL50*2.5",,,,,,TRUE,Size,R1.25* RC20*D6*TL50*2.5,,,,,R1.25* RC20*D6*TL50*2.5-R1.25* RC20*D6*TL50*2.5,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R1.25* RC20*D6*TL50*2.5",,,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product-r05-rc16d6tl5010,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R0.5* RC16*D6*TL50*1.0",,,,,,TRUE,Size,R0.5* RC16*D6*TL50*1.0,,,,,R0.5* RC16*D6*TL50*1.0-R0.5* RC16*D6*TL50*1.0,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R0.5* RC16*D6*TL50*1.0",,,g,,,active
milling-burs-imes-icore-350i-zirconia-milling-burs-dc-diamond-coating-dental-product-r03-rc10d6tl5006,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R0.3* RC10*D6*TL50*0.6",,,,,,TRUE,Size,R0.3* RC10*D6*TL50*0.6,,,,,R0.3* RC10*D6*TL50*0.6-R0.3* RC10*D6*TL50*0.6,0,shopify,,deny,manual,89,99,TRUE,TRUE,,,,,FALSE,"Milling Burs |Imes Icore - 350I | Zirconia Milling Burs|      Dc ""Diamond Coating"" | Dental Product - R0.3* RC10*D6*TL50*0.6",,,g,,,active
laboratory-furniture-gallery-dental-product,Laboratory Furniture Gallery | Dental Product,,Aries Made in Italy,,Laboratory/Clinic Furniture Gallery,,TRUE,Title,Default Title,,,,,,0,shopify,,deny,manual,,,TRUE,TRUE,,http://3deltadental.com/wp-content/uploads/2024/05/XL2-2020.jpg,1,Laboratory Furniture Gallery | Dental Product,FALSE,Laboratory Furniture Gallery | Dental Product,,,g,,,active
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/nl3-2020.jpg,2,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/nl1-2020.jpg,3,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/iBOX-2020.jpg,4,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/XL2T-2020.jpg,5,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/STARBOX-2020-1.jpg,6,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/GSC1_GSM-1-2020.jpg,7,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/GLOBO_XL1T_bench-2020.jpg,8,Laboratory Furniture Gallery | Dental Product,,,,,,,,
laboratory-furniture-gallery-dental-product,,,,,,,,,,,,,,,,,,,,,,,,,http://3deltadental.com/wp-content/uploads/2024/05/GLOBO_XL1_bench-2020.jpg,9,Laboratory Furniture Gallery | Dental Product,,,,,,,,
